LIME-SHAP,LIME-RISE,RISE-SHAP,ALL
15.561797752808989,19.15730337078652,24.213483146067414,8.314606741573034
30.524271844660195,38.95145631067961,29.436893203883496,19.0873786407767
34.067085953878404,13.443396226415095,16.61425576519916,6.800314465408805
26.740684983063606,20.248400451637185,12.815205118554761,6.962739932254422
15.82123326419008,24.26928153875165,26.04186309636055,3.0360173486705637
36.6949679022572,29.30213294677987,25.18119693518327,11.927935390349969
23.142909290016426,21.42726774958934,23.96422704873152,6.880817667457565
24.790248535697323,29.301883805603925,28.55785974354915,15.355390216875099
20.677035681610246,13.998170173833486,29.59743824336688,7.9368709972552605
12.484183888654576,37.93757908055673,7.844791227330241,4.871362294390552
17.575650950035186,36.13652357494722,14.567206192821956,9.394792399718508
14.543755839302397,31.921519775770786,15.384615384615385,3.0208657739022113
12.373096446700508,21.975465313028764,7.529610829103215,1.649746192893401
28.845020624631704,30.789628756629345,31.49675898644667,12.964054213317619
28.243282288355967,49.69661947414042,30.87258017913898,18.60733891938746
31.086439333862014,39.06952154374835,20.803595030399155,14.644462067142479
16.045405737076237,22.702868538119343,26.000920386562356,4.40251572327044
39.774557165861516,35.88298443370907,31.266774020397207,18.303811057434245
31.559536354056902,25.079030558482614,21.303126097646647,7.007376185458377
30.179073033707866,25.684691011235955,18.995786516853933,6.987359550561798
10.7421875,14.0869140625,1.025390625,0.3662109375
26.150178784266984,24.076281287246722,16.233611442193087,3.265792610250298
24.49285001662787,52.194878616561354,37.362820086464914,18.20751579647489
35.036144578313255,23.301204819277107,15.686746987951807,7.951807228915663
29.303382130237253,20.671378091872793,21.630489651691065,1.4891468955073195
42.42200479970463,50.221524829241275,44.969540335979325,25.881484216355915
36.29951980792317,22.31392557022809,28.181272509003602,8.56842737094838
24.058338617628408,28.598604946100192,27.672796448953708,12.187698161065313
48.16460905349794,30.551440329218106,23.555555555555557,18.551440329218106
18.552519214346713,42.805294619982924,21.135781383432963,12.42527754056362
12.348502172421679,20.329293391264578,27.852732677795565,2.8813171735650585
8.72905027932961,13.733705772811918,9.35754189944134,1.86219739292365
18.35514018691589,7.738317757009346,34.89719626168224,1.1962616822429906
33.05908750934929,29.69334330590875,21.260284218399402,14.921465968586388
36.18862592723419,34.74037442599788,33.02719886965736,20.098904980572236
35.08932661475034,32.40189341884257,26.126126126126128,13.513513513513514
32.11280418467137,30.770980213782124,31.885376392995223,16.78417102569934
23.946874161524015,42.983632948752344,22.243090957874966,13.08022538234505
23.553618978455578,21.108690389736143,10.626966836117163,2.517550229968531
23.404255319148938,41.23531279771356,29.295014290250872,15.242934264845983
18.864065449968535,42.74701069855255,24.21334172435494,12.24040276903713
21.244309559939303,35.575788231326925,22.72803911650649,12.577980104535492
26.754234358797095,26.304873833390943,40.477013480815764,11.666090563428966
23.61544461778471,15.834633385335414,13.377535101404057,0.0
17.661538461538463,38.81025641025641,28.676923076923078,14.728205128205127
26.875473604445567,18.641070977519576,31.422076281889368,12.17479161404395
30.660565061679268,21.945881416633505,32.0533227218464,12.51492240350179
17.946591474539726,26.42229225410516,6.55166694310831,2.886050754685686
16.26053290822136,22.751081758141652,7.697563197449329,3.9854247324071967
30.13863773357444,21.699819168173597,22.865179827205143,14.948764315852923
12.812703937350445,19.27343919947792,1.4792255819012399,0.7831194257124211
9.532062391681109,15.8578856152513,0.0,0.0
22.10403855742064,41.0171181651986,20.674754861226525,7.163038058833306
27.578978889055247,33.987123820931274,30.513549932624645,8.05509806857314
25.176247288503255,23.427331887201735,25.460954446854664,8.25650759219089
